product,manufacturer,brand,category,subcategory,distributor,stars_TPC,stars_pb,attributes,local_category,brand_city,total_quantity,total_spend
BASE BEEF NO MSG PASTE TFF,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),9,466.82000000000005
BASE CHICKEN NO MSG PASTE,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),14,731.71
BASE CHICKEN SAVORY RSTD NO MSG,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,59.14
BASE CLAM NO MSG PASTE TFF,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,62.3
BASE MIREPOIX NO MSG VEGAN GF,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),50,1719.4199999999996
BASE SEAFOOD NO MSG TFF,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,79.93
BASE TURKEY NO MSG PASTE TFF,CUSTOM CULINARY INC,GOLDLBL2,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),8,459.62
BASIL FRSH,RUBY ROBINSON INFINITE,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),7,77.07
"Basil, Greenhouse - Organic",Atlas Farm,Atlas Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Minimal (or No) Processing",Local Vendors/Local Products,"Deerfield,MA",1,53
BBQ BEEF BRISKET SLCD SMKD FZ,HORMEL FOODS CORP,AUS BLUE,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,383.49
BBQ PORK PULLED CAROLINA STYLE,HORMEL FOODS CORP,AUS BLUE,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),286,14332.729999999998
BEAN BLK,IPAP FURMANO FOODS,CONTIGO,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nothumberland,PA",143,3734.85
BEAN BLK FCY ORGANIC,IPAP FURMANO FOODS,FURMANOS,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,USDA Certified Organic,Qualifying Spend,"USDA Certified Organic,Simple Processed Foods",Local DC of Natl. Co.,"Nothumberland,PA",5,186.1
BEAN BLK LS FCY BRINE PACK,BUSH BROTHERS & CO,BUSHS,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),19,502.74
BEAN CANNELLINI LS,BUSH BROTHERS & CO,BUSHSBES,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),12,329.04
BEAN CANNELLINI WHI KIDNEY,IPAP FURMANO FOODS,ROMA,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nothumberland,PA",74,2289.72
BEAN DARK RED KIDNEY LS FCY,BUSH BROTHERS & CO,BUSHS,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),19,517.34
BEAN EDAMAME SHELLED FZ,IPAP FSS FOOD SVC SYS,ASIANPRD,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),48,3023.01
BEAN GARBANZO,IPAP FURMANO FOODS,WEST CRK,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nothumberland,PA",276,6694.200000000001
BEAN GARBANZO FCY,IPAP FURMANO FOODS,FURMANOS,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nothumberland,PA",7,156.1
BEAN GARBANZO LS FCY BRINE PACK,BUSH BROTHERS & CO,BUSHS,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),36,987.12
BEAN GARBANZO ORGANIC POUCH,IPAP FURMANO FOODS,FURMANOS,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,USDA Certified Organic,Qualifying Spend,"USDA Certified Organic,Simple Processed Foods",Local DC of Natl. Co.,"Nothumberland,PA",10,370.4
BEAN GRN SNIPPED,ARMSTRONG MARKETING,PEAK,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1279,36866.96
BEAN KIDNEY DARK RED IN BRINE,IPAP FURMANO FOODS,WEST CRK,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nothumberland,PA",69,1965.5200000000002
BEAN KIDNEY LIGHT RED,TRINIDAD BENHAM CORP,JCK RBT,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1,30.93
BEAN LIMA BABY FZ,IPAP FSS FOOD SVC SYS,SLVR SRC,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),13,494.59000000000003
BEAN NAVY TFF,TRINIDAD BENHAM CORP,JCK RBT,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),2,55.02
BEAN PINTO,IPAP FURMANO FOODS,CONTIGO,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nothumberland,PA",31,749.6999999999999
BEAN PINTO TRIPLE CLEAN TFF,BLACKHIVE CORP INC,SLVR SRC,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1,36.16
BEAN REFRIED VEGETARIAN TFF,CONAGRA FOODS SALES DRY,ROSARITA,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),18,707.76
BEAN VEGETARIAN BKD TFF,BUSH BROTHERS & CO,BUSHSBES,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),15,548.12
BEEF ANG CHUCK GRND FINE 80/20,IPAP TYSON IBP,BRVHRT,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),13,2733.44
BEEF ANG STRIP 0X1 CH CARVER,KINNEALEY,BRVHTCCM,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Brockton,MA",0,0
BEEF BOTTOM RND CH FLAT,G&C FOOD DISTRIBUTORS,PACKER,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),29,6340.1
BEEF BRISKET CH BNLS,IPAP IBP PLT,IBP,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),75,22378.040000000005
BEEF FLAT IRON STK CH BULK,KINNEALEY,PERF CM,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Brockton,MA",138,25419.749999999996
BEEF GRND 85/15 FINE,PLYMOUTH BEEF CO INC,PERF CM,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Bronx,NY",1,75.51
BEEF GRND FINE 81/19 CHUB,IPAP AMERICAN FOODS GROUP,WEST CRK,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Green Bay,WI",14,851.58
BEEF GRND FINE 81/19 CHUB TFF,IPAP AMERICAN FOODS GROUP,WEST CRK,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Green Bay,WI",7,1837.73
BEEF GRND FINE 81/19 FRSH,PLYMOUTH BEEF CO INC,PERF CM,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Bronx,NY",2,127.96
BEEF IMIT BURGER FZ,Beyond Meat,BEYONDMT,Plant Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Veg Alternatives to Meat/Dairy,NA,(null),15,1401.15
BEEF IMIT BURGER VEGAN PATTY FZ,Beyond Meat,BEYONDMT,Plant Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Veg Alternatives to Meat/Dairy,NA,(null),83,6460.719999999999
BEEF INSIDE TOP RND CH,G&C FOOD DISTRIBUTORS,PACKER,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),9,2116.89
BEEF PATTY 4/1 ANG CHUCK HS IQF,ROCHESTER MEAT COMPANY,WEST CRK,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),172,7721.83
BEEF PATTY 4/1 GRND WIDE 80/20,PLYMOUTH BEEF CO INC,WEST CRK,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Bronx,NY",14,515.62
BEEF PATTY 4/1 HS 80/20 IQF,ROCHESTER MEAT COMPANY,WEST CRK,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,69
BEEF PATTY 4/1 RND 75/25 IQF,ROCHESTER MEAT COMPANY,WEST CRK,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),5,170.2
BEEF PATTY 4/1 RND FC FZ,KAYEM FOODS INC,KAYEM,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Chelsea,MA",67,4013.63
BEEF PATTY OLD FASHION FC,AMERICAN FOODS GRP KINGS,KNGS CMD,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),33,2058.61
BEEF RND CORNED FC TFF,OLD NEIGHBORHOOD FOODS,OLDNBRHD,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",47,3443.31
BEEF SHAVED STK PREM FZ,KINNEALEY,PERF CM,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Brockton,MA",1,65
BEEF SIRLOIN SHAVED EXTRA LEAN,OLD NEIGHBORHOOD FOODS,OLDNBRHD,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",1,216.57
BEEF STK CH FRITTER UNCKD FZ,AMERICAN FOODS GRP KINGS,RNCHR SP,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,54.78
BEEF STK FRITTER TRDTNL RAW FZ,AMERICAN FOODS GRP KINGS,KNGS CMD,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),19,928.75
BEEF TOP RND CH CAP OFF,G&C FOOD DISTRIBUTORS,IBP,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),42,15093.91
BEEF TOP RND DNUD CH,IPAP IBP PLT,IBP,Animal Protein,Beef,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,362.96
"Beef, Ground (Frozen)",Hager's Farm Market,Hager's Farm Market,Animal Protein,Beef,MARTY'S LOCAL,NA,Non-Qualifying Spend,Local,Local Vendors/Local Products,"Shelburne Falls,MA",1,65.9
BEET RED FRSH,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",1,19.15
BEET WHL 100 CT,IPAP SENECA FOODS CORP,LIBBYS V,Simple Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Leicester,NY",1,37.47
"Beets, Red - Organic",Next Barn Over Farm,Next Barn Over Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Minimal (or No) Processing",Local Vendors/Local Products,"Hadley,MA",1,58.03
"Beets, Red (Loose)",Twin Oaks,Twin Oaks,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hadley,MA",33,786
BEV SELTZER CRNBRY LIME PLAS,POLAR BEVERAGES,POLAR,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,(null),5,57.4
BISCUIT BUTTERMILK GLDN BKD FZ,GENERAL MILLS DRY & FRZN,PILLSBRY,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),7,244.09
BISCUIT DGH BUTTERMILK 2.25 OZ,FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,38.09
BISCUIT GLDN BUTTERMILK 3.25 IN,GENERAL MILLS DRY & FRZN,PILLSBRY,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),60,1727.8200000000004
BISCUIT MIX BUTTERMILK TFF,GENERAL MILLS DRY & FRZN,GOLD MED,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Buffalo,NY",15,537.45
BISQUE TOMATO BASIL ORGANIC FZ,BLOUNT FINE FOODS CORP,BLOUNT,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,USDA Certified Organic,Qualifying Spend,USDA Certified Organic,Local DC of Natl. Co.,(null),0,0
Blackberries,ARMSTRONG MARKETING,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1,38.13
Blackberries - IPM,Nourse Farms,Nourse Farms,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Whateley,MA",1,55
BLACKBERRIES WHL PREM IQF,WYMANS OF MAINE,WYMAN,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Cherryfield,ME",127,3822.3199999999997
Blueberries,Packer Label,Sid Wainer,Minimal Proccessed,Produce,SID WAINER,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"New Bedford,MA",1,29.7
BLUEBERRIES CULTIVATED IQF,WYMANS OF MAINE,WYMAN,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Cherryfield,ME",12,1041.51
BLUEBERRIES CULTIVATED WHL IQF,WYMANS OF MAINE,WEST CRK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Cherryfield,ME",73,5067.110000000001
BLUEBERRIES FRSH,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",21,718.86
BLUEBERRIES WILD IQF,WYMANS OF MAINE,WYMAN,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Cherryfield,ME",3,88.8
BLUEBERRIES WILD WHL IQF,WYMANS OF MAINE,WEST CRK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Cherryfield,ME",5,203.86
Bok Choy,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",1,39.55
BOK CHOY BABY,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",1,43.01
"Bok Choy, Baby - Organic",Kitchen Garden Farm,Kitchen Garden Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Minimal (or No) Processing",Local Vendors/Local Products,"Sunderland,MA",1,40
BREAD ARTISAN FRNCH BAGUETTE,ACE BAKERY LLC,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),3,100.89000000000001
"BREAD BAGUETTE 21"" PARISIAN FZ",LANTMANNEN UNIBAKE USA,EUROBAKE,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,53.78
BREAD BAGUETTE GLDN BKD,BRIDOR USA INC,BRIDOR,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Vineland,NJ",1,53.54
BREAD CRUMB ITAL SEASND MED,SUGAR FOODS CORPORATION,ROMA,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,47.56
BREAD CRUMB PANKO,SUGAR FOODS CORPORATION,ASIANPRD,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),3,80.58
BREAD CRUMBS JAPANESE UNTOASTED,KIKKOMAN SALES USA INC,KIKKOMAN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),19,374.81
BREAD DELICIOUS WHI GF SLCD,PINNACLE FOODS GROUP FRZN,UDIS,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,42.38
BREAD FOCACCIA ROSEMARY 17 X 25,TRADITIONAL BREADS INC,TRADITNL,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Lynn,MA",44,2702.9700000000003
BREAD MLT-GRN SLCD GF,PINNACLE FOODS GROUP FRZN,UDIS,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),13,562.11
"BREAD NAAN ORGNL 8"" RND BKD",FGF BRANDS INC,FBLSFLAT,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,60.04
BREAD NAAN ORGNL FC TEARDROP FZ,FGF BRANDS INC,STONEFR,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),24,804
"BREAD PITA ORGNL WHI 6""",KRONOS PRODUCTS INC,KRONOS,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,28.19
BREAD PULLMAN WHI 28 SL TFF,FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,55.92
BREAD TX TOAST WHI 15 SL TFF,FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,28.15
BREAD WHI LOAF GF FZ,ODOUGHS,ODOUGHS,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,NA,(null),6,169.14
BREAD WHL WHEAT 100% 28 SL FZ,FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,59.32
"Bread, Challah - Organic",Hawthorne Valley Farm,Hawthorne Valley Farm,Highly Proccessed,Baked Breads,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic",Local Vendors/Local Products,"Ghent,NY",1,39.75
"Bread, Sourdough House Milled Wheat - Organic",Hawthorne Valley Farm,Hawthorne Valley Farm,Simple Proccessed,Baked Breads,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Simple Processed Foods",Local Vendors/Local Products,"Ghent,NY",1,27.25
"BREADSTICK GARLIC 8"" FZ",T MARZETTI COMPANY,NY BRAND,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),11,290.4
"BREADSTICK GARLIC 8"" PARBKD",FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),136,4237.94
Broccoli - IPM,Bardwell Farm,Bardwell Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hatfield,MA",3,92.25
BROCCOLI CUTS,IDAHO FREEZ PAK CORP,NONPAREL,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Wood Ridge,NJ",1,13.87
BROCCOLI FLORET MINI,HEART OF THE HARVEST INC,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Hartford,CT",65,2247.07
Broccoli Florets,ARMSTRONG MARKETING,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1508,40609.64
"BROCCOLI, FLORETS",Packer Label,Sid Wainer,Minimal Proccessed,Produce,SID WAINER,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"New Bedford,MA",10,269.5
BROCCOLINI,ARMSTRONG MARKETING,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),10,355.7
Broccolini (Bunching Broccoli) - IPM,Bardwell Farm,Bardwell Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hatfield,MA",1,41
BROTH CHICKEN PHO POUCH FZ TFF,CAMPBELL FOODSERVICE CO,RSRVE,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,52.39
BROTH PORK RAMEN FZ,BLOUNT FINE FOODS CORP,BLOUNT,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,(null),1,18.9
BROWNIE MIX CHOC TFF,GENERAL MILLS DRY & FRZN,GOLD MED,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Buffalo,NY",49,3543.1300000000006
BROWNIE MIX DBL DARK CHOC,CONTINENTAL MILLS INC,GHIRAR,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),13,853.06
BRUSSEL SPROUT,ARMSTRONG MARKETING,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),13,726.4799999999999
BRUSSEL SPROUT HLVS TRMD,ARMSTRONG MARKETING,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),492,24029.279999999995
BRUSSEL SPROUT SHAVED 1/4,RUBY ROBINSON TAYLOR MD,TYLR FRM,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),13,392.98
BTRSCTCH CHIP 4000 CT TFF,GEL SPICE CO INC,GELSPICE,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Bayonne,NJ",4,251.88
"BUN BRIOCHE 4.5"" FZ",CAMPAGNA TURANO BAKERY,TURANO,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Berwyn,IL",2,71.84
BUN BRIOCHE SLCD 4 IN,FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),83,2868.5199999999995
BUN CINNAMON DECADENT RTB,BRIDOR USA INC,BRIDOR,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Vineland,NJ",9,281.61
"BUN HAMBURGER SLCD 4.5"" SEEDED",FLOWERS SPECIALTY FDS,HRTG OVN,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),8,233.12
BUN SLIDER MINI RND BKD,RICH PRODUCTS CORP,SIGNATUR,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,35.26
BURGER BLK BEAN & SWEET POTATO,"NATURE SOY LLC",JNSMARIE,Plant Protein,Plant Protein,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,"Non GMO Verified,Veg Alternatives to Meat/Dairy",Local Business/Non-Local Products,"Philadelphia,PA",45,2186.0299999999997
BUTTER BALL SLTD GRD AA TFF,GRASSLAND DAIRY PRODUCTS,BUTTRBAL,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,85.01
BUTTER CONTINENTAL 59 CT/LB TFF,GRASSLAND DAIRY PRODUCTS,NTRSBST,Dairy,Dairy,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),31,1799.5800000000002
